Data;Žemėlapis;Platuma (Lat);Ilguma (Lon);Aukštis (m);Greitis (km/h);Kryptis (°);Baterija SOC (%);Baterija (V);Baterija (A);Vanduo (%);Vandens TDS (ppm);Dujos (%);Temperatūra (°C);Drėgmė (%);Slėgis (hPa);oro kokybe;Miegam.Temp°C;Miegam.Drėgmė% ;Galia W;Ah likutis;Uptime min;ikelimo laikas;;;;;;;;;
2026-06-26 15:20:24;📌 Žemėlapis;54,92844;23,873884;97,2;26,4;228,2;91;13,54;13,4;64;0;89;30,2;45,6;1011,2;582;26,6;57;181;97,4;24235;2026-06-26 15:20:57;;;;;;;;;
2026-06-26 15:20:43;📌 Žemėlapis;54,928478;23,87155;91;27,1;322,4;91;13,53;12,4;76;0;90;30,1;44,8;1011,1;600;26,6;57;168;97,5;24235;2026-06-26 15:20:57;;;;;;;;;
2026-06-26 15:21:44;📌 Žemėlapis;54,932816;23,86401;85;45,2;15,1;91;13,53;13,2;85;0;89;29,7;45,2;1010,7;642;26,6;57;179;97,7;24236;2026-06-26 16:03:39;;;;;;;;;
2026-06-26 15:22:04;📌 Žemėlapis;54,934612;23,863317;94,6;42,8;311,7;91;13,52;10,5;80;0;89;29,6;46,7;1009,6;703;26,6;57;142;97,8;24236;2026-06-26 16:03:39;;;;;;;;;
2026-06-26 15:22:12;📌 Žemėlapis;54,935059;23,862961;108;26,5;342,2;91;13,53;12,6;81;0;89;29,6;46,7;1009,6;703;26,6;57;170;97,8;24237;2026-06-26 16:03:39;;;;;;;;;
2026-06-26 15:23:14;📌 Žemėlapis;54,938206;23,859045;109,1;29,5;321,5;92;13,53;12,7;67;0;90;29,4;46,6;1010,2;744;26,6;57;172;98;24238;2026-06-26 16:03:39;;;;;;;;;
2026-06-26 16:03:24;📌 Žemėlapis;54,938885;23,858221;108,8;8,5;328,5;96;13,56;15;65;0;90;31;44,6;1010,1;411;27,7;53;203;103,2;24278;2026-06-26 16:03:39;;;;;;;;;
2026-06-26 16:03:44;📌 Žemėlapis;54,938881;23,85763;106,1;18,8;220,1;97;13,57;14,9;65;0;90;31;44,7;1010;418;27,7;53;202;103,3;24278;2026-06-26 16:05:18;;;;;;;;;
2026-06-26 16:04:03;📌 Žemėlapis;54,938663;23,856848;111,3;10,2;172,1;97;13,56;13,7;59;0;90;30,9;44,2;1010,2;424;27,6;53;186;103,4;24278;2026-06-26 16:05:18;;;;;;;;;
2026-06-26 16:04:43;📌 Žemėlapis;54,938499;23,857166;99,7;12,6;91,3;97;13,55;12,7;67;0;90;30,9;44,3;1010,1;431;27,6;52;172;103,5;24279;2026-06-26 16:05:18;;;;;;;;;
2026-06-26 16:05:02;📌 Žemėlapis;54,93837;23,858517;104,1;20,6;144,2;97;13,57;16;67;0;90;30,8;44,3;1010;445;27,5;52;217;103,6;24279;2026-06-26 16:05:18;;;;;;;;;
2026-06-26 16:05:54;📌 Žemėlapis;54,934952;23,863033;117,5;33,7;23,6;97;13,59;18,3;72;0;90;30,7;43,9;1009,1;453;27,5;53;249;103,8;24280;2026-06-26 16:07:38;;;;;;;;;
2026-06-26 16:06:13;📌 Žemėlapis;54,936214;23,865644;110;39,8;53,6;97;13,6;18,5;69;0;90;30,6;44,1;1009,5;466;27,5;52;252;104;24281;2026-06-26 16:07:38;;;;;;;;;
2026-06-26 16:07:03;📌 Žemėlapis;54,937321;23,870909;92,4;34,6;131,2;97;13,57;15,7;62;0;90;30,5;43,8;1011,2;557;27,6;52;213;104,2;24281;2026-06-26 16:07:38;;;;;;;;;
2026-06-26 16:07:12;📌 Žemėlapis;54,936844;23,871735;87,6;32;163,2;97;13,59;16,9;62;0;90;30,5;43,8;1011,2;557;27,6;52;230;104,2;24282;2026-06-26 16:07:38;;;;;;;;;
2026-06-26 16:07:25;📌 Žemėlapis;54,93623;23,873207;85,7;33,7;124,1;97;13,59;18,1;69;0;90;30,5;43,8;1011,2;557;27,6;52;246;104,3;24282;2026-06-26 16:07:38;;;;;;;;;
2026-06-26 16:07:54;📌 Žemėlapis;54,934544;23,87602;96,1;43,9;77,7;98;13,61;19,9;69;0;89;30,4;43,7;1011,4;563;27,5;51;271;104,4;24282;2026-06-26 16:11:38;;;;;;;;;
2026-06-26 16:08:54;📌 Žemėlapis;54,935791;23,886864;97,7;44,8;83,4;98;13,61;19,1;67;0;90;30,3;42,6;1011,6;568;27,5;51;260;104,8;24283;2026-06-26 16:11:38;;;;;;;;;
2026-06-26 16:10:23;📌 Žemėlapis;54,93568;23,897575;101;40,2;97,6;98;13,57;15,4;74;0;90;30;43;1011,3;567;27,4;50;209;105,2;24285;2026-06-26 16:11:38;;;;;;;;;
2026-06-26 16:10:45;📌 Žemėlapis;54,936539;23,898533;99;30,3;10,4;98;13,57;15,2;68;0;90;30;43;1011,3;567;27,4;50;206;105,2;24285;2026-06-26 16:11:38;;;;;;;;;
2026-06-26 16:11:25;📌 Žemėlapis;54,938751;23,899099;109,2;25,7;292;98;13,59;17,7;73;0;90;29,9;42,3;1010,8;557;27,3;50;241;105,4;24286;2026-06-26 16:11:38;;;;;;;;;
2026-06-26 16:11:43;📌 Žemėlapis;54,93856;23,897335;102,1;16,7;255,9;99;13,58;15,8;78;0;90;29,9;42,7;1010,9;555;27,3;50;215;105,5;24286;2026-06-26 16:37:37;;;;;;;;;
2026-06-26 16:12:45;📌 Žemėlapis;54,93869;23,893831;102;15,5;278;99;13,57;15,3;81;0;90;29,8;42,7;1011;546;27,3;48;208;105,7;24287;2026-06-26 16:37:37;;;;;;;;;
2026-06-26 16:13:44;📌 Žemėlapis;54,938911;23,890388;116;15,2;197,1;99;13,57;14,2;71;0;90;29,7;42,9;1011;547;27,2;48;193;106;24288;2026-06-26 16:37:37;;;;;;;;;
2026-06-26 16:37:23;📌 Žemėlapis;54,938747;23,890497;99,9;0;345;100;13,49;7,1;65;0;90;28,6;39,8;1011,3;459;26,6;43;96;109;24312;2026-06-26 16:37:37;;;;;;;;;
2026-06-26 16:54:15;📌 Žemėlapis;54,938244;23,89189;105,4;7,6;111,6;100;13,44;1,4;65;0;90;28,4;41,8;1011,4;509;26,6;43;19;109;24329;2026-06-26 16:54:29;;;;;;;;;
2026-06-26 16:55:05;📌 Žemėlapis;54,937984;23,897488;98;23,9;77,5;100;13,44;3;78;0;90;28,5;41,8;1011,5;558;26,7;44;40;109;24329;2026-06-26 16:56:11;;;;;;;;;
2026-06-26 16:55:14;📌 Žemėlapis;54,938377;23,897966;95,4;21,2;350,1;100;13,44;3,3;74;0;90;28,5;41,8;1011,5;558;26,7;44;44;109;24330;2026-06-26 16:56:11;;;;;;;;;
2026-06-26 16:55:25;📌 Žemėlapis;54,93856;23,898556;96,8;21,7;83,3;100;13,44;3,1;69;0;90;28,5;41,8;1011,5;558;26,7;44;42;109;24330;2026-06-26 16:56:11;;;;;;;;;
2026-06-26 16:55:45;📌 Žemėlapis;54,937214;23,898571;106,6;29,6;195,2;100;13,43;3,1;68;0;90;28,5;41,9;1010,6;566;26,7;44;42;109;24330;2026-06-26 16:56:11;;;;;;;;;
2026-06-26 16:55:54;📌 Žemėlapis;54,936687;23,898228;114;32,1;255,2;100;13,44;3,1;68;0;90;28,5;41,9;1010,6;566;26,7;44;42;109;24330;2026-06-26 16:56:11;;;;;;;;;
2026-06-26 16:56:25;📌 Žemėlapis;54,936939;23,901789;91,3;31,7;98,2;100;13,43;2,6;77;0;91;28,5;41,8;1011,6;572;26,7;45;35;109;24331;2026-06-26 17:00:43;;;;;;;;;
2026-06-26 16:57:22;📌 Žemėlapis;54,936157;23,919003;74,9;70,9;95,4;100;13,44;3,1;70;0;90;28,6;43;1013,6;568;26,9;46;42;109;24332;2026-06-26 17:00:43;;;;;;;;;
2026-06-26 16:58:23;📌 Žemėlapis;54,935059;23,940071;99,8;79,6;92,2;100;13,44;3,3;81;0;90;28,7;44,1;1010,8;713;27;47;44;109;24333;2026-06-26 17:00:43;;;;;;;;;
2026-06-26 16:59:25;📌 Žemėlapis;54,934418;23,962261;117,2;83,6;92,1;100;13,44;3;79;0;90;28,8;43,5;1010,1;982;27,1;47;40;109;24334;2026-06-26 17:00:43;;;;;;;;;
2026-06-26 17:00:23;📌 Žemėlapis;54,933685;23,976625;102,1;58,8;89,4;100;13,44;3,1;73;0;90;28,8;43,9;1010,3;1041;27,2;47;42;109;24335;2026-06-26 17:00:43;;;;;;;;;
2026-06-26 17:02:11;📌 Žemėlapis;54,93343;23,978451;110,2;7;104,5;100;13,44;3,5;78;0;90;28,7;41,4;1010,4;779;26,8;44;47;109;24337;2026-06-26 17:04:48;;;;;;;;;
2026-06-26 17:03:15;📌 Žemėlapis;54,932873;23,982885;111,9;14,3;82,1;100;13,44;3,5;80;0;90;28,6;40,7;1010,2;724;26,6;44;47;109;24338;2026-06-26 17:04:48;;;;;;;;;
2026-06-26 17:04:01;📌 Žemėlapis;54,932529;23,984049;112,3;6,5;151,9;100;13,43;2,6;75;0;90;28,5;40,8;1010,3;685;26,6;43;35;109;24338;2026-06-26 17:04:48;;;;;;;;;
2026-06-26 17:04:24;📌 Žemėlapis;54,93219;23,984125;109,7;9,1;186,4;100;13,46;6,9;75;0;90;28,5;40,8;1010,3;685;26,6;43;93;109;24339;2026-06-26 17:04:48;;;;;;;;;
2026-06-26 17:04:33;📌 Žemėlapis;54,931881;23,98391;108,6;15,4;227,5;100;13,46;6,6;74;0;90;28,5;41,5;1010,4;676;26,6;43;89;109;24339;2026-06-26 17:04:48;;;;;;;;;
2026-06-26 17:04:55;📌 Žemėlapis;54,931618;23,982708;106,8;15,5;280,7;100;13,43;0,8;69;0;90;28,5;41,5;1010,4;676;26,6;43;11;109;24339;2026-06-26 17:07:18;;;;;;;;;
2026-06-26 17:05:14;📌 Žemėlapis;54,931892;23,981812;102,1;11,8;331,3;100;13,46;6,4;69;0;90;28,5;43,4;1010,8;661;26,7;44;86;109;24340;2026-06-26 17:07:18;;;;;;;;;
2026-06-26 17:05:24;📌 Žemėlapis;54,932114;23,981756;101,9;8,4;357,2;100;13,45;3,5;69;0;90;28,5;43,4;1010,8;661;26,7;44;47;109;24340;2026-06-26 17:07:18;;;;;;;;;
2026-06-26 17:06:04;📌 Žemėlapis;54,933563;23,983807;112;35;53,2;100;13,45;4,3;76;0;90;28,6;42,6;1010,5;615;26,7;44;58;109;24340;2026-06-26 17:07:18;;;;;;;;;
2026-06-26 17:07:02;📌 Žemėlapis;54,939491;23,997168;104,1;67,3;54,2;100;13,42;3,1;81;0;90;28,6;44,1;1010;620;26,9;47;42;109;24341;2026-06-26 17:07:18;;;;;;;;;
2026-06-26 17:07:42;📌 Žemėlapis;54,943508;24,006023;102,2;56,3;0;100;13,44;6,4;80;0;90;28,6;45;1009,9;675;27;48;86;109;24342;2026-06-26 17:09:49;;;;;;;;;
2026-06-26 17:07:55;📌 Žemėlapis;54,945007;24,009203;88,4;35,6;55,2;100;13,46;7;80;0;90;28,6;45;1009,9;675;27;48;94;109;24342;2026-06-26 17:09:49;;;;;;;;;
2026-06-26 17:08:54;📌 Žemėlapis;54,951851;24,024515;113;75,4;50,4;100;13,46;3,2;81;0;90;28,7;46,9;1009,7;715;27,2;50;43;121109;24343;2026-06-26 17:09:49;;;;;;;;;
2026-06-26 17:09:23;📌 Žemėlapis;54,954273;24,029961;116,2;53,6;75,7;100;13,43;2,9;79;0;90;28,7;47,7;1010;758;27,3;51;39;109;24344;2026-06-26 17:09:49;;;;;;;;;
2026-06-26 17:09:32;📌 Žemėlapis;54,953758;24,030842;116,1;30,7;151,1;100;13,43;3,1;72;0;90;28,8;47,8;1010,5;756;27,4;51;42;109;24344;2026-06-26 17:09:49;;;;;;;;;
2026-06-26 17:10:03;📌 Žemėlapis;54,950668;24,03426;92,8;44,1;116,1;100;13,43;3,2;70;0;90;28,8;47,7;1010,9;749;27,5;51;43;109;24344;2026-06-26 17:15:59;;;;;;;;;
2026-06-26 17:10:25;📌 Žemėlapis;54,948708;24,037594;94,7;48,3;152,9;100;13,43;3,6;70;0;90;28,8;47,7;1010,9;749;27,5;51;48;109;24345;2026-06-26 17:15:59;;;;;;;;;
2026-06-26 17:10:42;📌 Žemėlapis;54,947666;24,038465;97,1;31,9;97,3;100;13,4;-3,6;68;0;90;28,8;48,1;1011;740;27,5;51;48;109;24345;2026-06-26 17:15:59;;;;;;;;;
2026-06-26 17:10:55;📌 Žemėlapis;54,948402;24,038837;101,7;25,7;7,8;100;13,42;3;68;0;90;28,8;48,1;1011;740;27,5;51;40;109;24345;2026-06-26 17:15:59;;;;;;;;;
2026-06-26 17:15:43;📌 Žemėlapis;54,950691;24,038961;108,3;16,8;292,6;100;13,42;1,5;80;0;90;29,1;46,9;1010,9;618;27,5;49;20;109;24350;2026-06-26 17:15:59;;;;;;;;;
2026-06-26 21:15:44;📌 Žemėlapis;54,95084;24,038729;119,7;0;0;93;13,27;-1,5;54;0;91;26;57,6;1012,1;421;26,1;56;20;99,1;24590;2026-06-26 21:16:02;;;;;;;;;
2026-06-26 23:45:05;📌 Žemėlapis;54,950615;24,03981;191,2;8,6;91,5;88;13,56;19,9;43;0;90;22,9;57,6;1012,9;673;23,2;55;270;94,3;24739;2026-06-26 23:45:18;;;;;;;;;
2026-06-26 23:48:26;📌 Žemėlapis;54,950024;24,039663;154,4;10,4;194,8;89;13,56;17,8;61;0;91;23;60,9;1012,9;712;23,4;56;241;95,3;24743;2026-06-26 23:50:18;;;;;;;;;
2026-06-26 23:49:17;📌 Žemėlapis;54,947952;24,038448;152,5;17,8;330,4;89;13,56;17,8;63;0;91;23,2;61,4;1012,9;762;23,4;57;241;95,5;24744;2026-06-26 23:50:18;;;;;;;;;
2026-06-26 23:49:47;📌 Žemėlapis;54,9501;24,035944;152,9;32,1;304,8;89;13,56;17,5;62;0;91;23,3;61,3;1013,1;798;23,3;57;237;95,6;24744;2026-06-26 23:50:18;;;;;;;;;
2026-06-26 23:50:35;📌 Žemėlapis;54,953732;24,031233;150;37,7;330,5;90;13,53;13,9;62;0;91;23,4;61,2;1012,7;953;22,8;58;188;95,8;24745;2026-06-26 23:52:28;;;;;;;;;
2026-06-26 23:50:57;📌 Žemėlapis;54,954483;24,030722;146,4;20;14,4;90;13,52;12,6;51;0;91;23,4;61,2;1012,7;953;22,8;58;170;95,9;24745;2026-06-26 23:52:28;;;;;;;;;
2026-06-26 23:51:17;📌 Žemėlapis;54,955315;24,032192;139,8;11;50,2;90;13,52;10,8;51;0;91;23,4;60,9;1012,5;1031;22,9;59;146;96;24746;2026-06-26 23:52:28;;;;;;;;;
2026-06-26 23:51:34;📌 Žemėlapis;54,956161;24,033842;139,7;31,4;357;90;13,52;12,2;56;0;91;23,5;60,8;1012,7;1041;22,8;59;165;96;24746;2026-06-26 23:52:28;;;;;;;;;
2026-06-26 23:52:17;📌 Žemėlapis;54,959423;24,031376;131,7;30,1;327,1;90;13,53;14,9;63;0;90;23,5;60,6;1012,6;1038;22,8;59;202;96,2;24747;2026-06-26 23:52:28;;;;;;;;;
2026-06-26 23:52:37;📌 Žemėlapis;54,960941;24,031414;133,3;24,5;17,3;90;13,51;10,7;56;0;90;23,5;60,2;1012,4;1049;22,8;59;145;96,3;24747;2026-06-26 23:54:28;;;;;;;;;
2026-06-26 23:53:34;📌 Žemėlapis;54,967339;24,034018;128;36,1;38,8;90;13,48;7,8;56;0;90;23,5;60,3;1013,8;1094;22,3;60;105;96,4;24748;2026-06-26 23:54:28;;;;;;;;;
2026-06-26 23:53:57;📌 Žemėlapis;54,969627;24,035925;123,6;46,9;6,6;90;13,48;6,8;59;0;90;23,5;60,3;1013,8;1094;22,3;60;92;96,5;24748;2026-06-26 23:54:28;;;;;;;;;
2026-06-26 23:54:06;📌 Žemėlapis;54,970619;24,036522;122,3;41,7;35,7;90;13,48;8,3;58;0;90;23,6;60,4;1015,7;1106;22,3;61;112;96,5;24748;2026-06-26 23:54:28;;;;;;;;;
2026-06-26 23:54:14;📌 Žemėlapis;54,971127;24,037975;120,3;41;92,3;90;13,48;8;58;0;91;23,6;60,4;1015,7;1106;22,3;61;108;96,5;24749;2026-06-26 23:54:28;;;;;;;;;
2026-06-26 23:54:34;📌 Žemėlapis;54,972622;24,038166;118,3;36,4;349;90;13,47;6,7;50;0;91;23,6;60,3;1016,8;1111;22,4;61;90;96,5;24749;2026-06-26 23:57:08;;;;;;;;;
2026-06-26 23:55:34;📌 Žemėlapis;54,976074;24,037428;107,7;26,5;284,9;90;13,47;6,2;46;0;91;23,6;60,2;1017,3;1116;22,6;61;84;96,7;24750;2026-06-26 23:57:08;;;;;;;;;
2026-06-26 23:55:54;📌 Žemėlapis;54,976028;24,036087;106,5;13,9;249,5;90;13,46;5,9;46;0;90;23,6;60,2;1017,3;1116;22,6;61;79;96,7;24750;2026-06-26 23:57:08;;;;;;;;;
2026-06-26 23:56:17;📌 Žemėlapis;54,975952;24,03554;108,7;11;276,4;90;13,49;10,7;46;0;90;23,7;60,2;1017,5;1107;22,8;60;144;96,7;24751;2026-06-26 23:57:08;;;;;;;;;
2026-06-26 23:56:57;📌 Žemėlapis;54,975723;24,034975;111,8;11,9;249,6;91;13,5;9,6;46;0;90;23,8;60,2;1017,5;1099;23;60;130;96,9;24751;2026-06-26 23:57:08;;;;;;;;;
2026-06-26 23:57:56;📌 Žemėlapis;54,974712;24,028582;106,3;25,9;244,4;91;13,5;9,5;52;0;90;23,9;59,9;1017,6;1020;23,1;60;128;97;24752;2026-06-27 3:58:11;;;;;;;;;
2026-06-27 3:57:59;📌 Žemėlapis;54,973312;24,027679;-15,7;0;0;87;13,27;-0,7;54;0;89;21;63,7;1018,2;714;21,3;61;9;93,4;24992;2026-06-27 3:58:11;;;;;;;;;
2026-06-27 7:55:18;📌 Žemėlapis;54,974224;24,027147;75,8;11,4;267,6;86;13,29;-0,1;57;0;89;20,3;69,1;1018;1094;20,2;65;1;91,7;25230;2026-06-27 7:55:43;;;;;;;;;
2026-06-27 10:44:22;📌 Žemėlapis;54,974407;24,027157;85,3;6,7;0;86;13,59;16,4;57;0;89;23,4;64,7;1018;713;22,6;65;223;92,2;25399;2026-06-27 10:44:34;;;;;;;;;
2026-06-27 10:44:40;📌 Žemėlapis;54,974586;24,026852;83,8;11;279;86;13,58;15,9;55;0;89;23,3;64,9;1017,9;708;22,6;65;216;92,3;25399;2026-06-27 10:46:44;;;;;;;;;
2026-06-27 10:45:09;📌 Žemėlapis;54,974491;24,027548;77;10,5;73,1;86;13,6;16,8;55;0;88;23,3;64,8;1017,9;709;22,4;65;228;92,4;25399;2026-06-27 10:46:44;;;;;;;;;
2026-06-27 10:46:09;📌 Žemėlapis;54,975601;24,034138;74,7;27,3;61;87;13,6;16,5;67;0;89;23,3;64,5;1017,5;699;22,1;65;224;92,7;25400;2026-06-27 10:46:44;;;;;;;;;
2026-06-27 10:46:19;📌 Žemėlapis;54,975838;24,035025;77,7;15,2;0;87;13,6;16;62;0;88;23,3;64,5;1017,5;699;22,1;65;218;92,8;25401;2026-06-27 10:46:44;;;;;;;;;
2026-06-27 10:46:32;📌 Žemėlapis;54,976021;24,036255;86,3;11,1;93,1;87;13,59;14,5;62;0;88;23,3;64,5;1017,5;699;22,1;65;197;92,8;25401;2026-06-27 10:46:44;;;;;;;;;
2026-06-27 10:46:49;📌 Žemėlapis;54,975964;24,037561;78,1;16,7;0;87;13,63;21,7;62;0;88;23,3;64,1;1017,5;741;22;66;296;92,9;25401;2026-06-27 10:48:24;;;;;;;;;
2026-06-27 10:46:59;📌 Žemėlapis;54,97501;24,037998;77;18,4;170,1;87;13,67;26;62;0;89;23,3;64,1;1017,5;741;22;66;355;93;25401;2026-06-27 10:48:24;;;;;;;;;
2026-06-27 10:47:50;📌 Žemėlapis;54,970966;24,037737;100;36,5;275;87;13,65;21,4;65;0;89;23,3;64,1;1016,9;791;21,8;67;292;93,3;25402;2026-06-27 10:48:24;;;;;;;;;
2026-06-27 10:48:00;📌 Žemėlapis;54,970718;24,036654;110,2;30,4;221,2;87;13,65;20,8;59;0;89;23,3;64,1;1016,9;791;21,8;67;284;93,4;25402;2026-06-27 10:48:24;;;;;;;;;
2026-06-27 10:48:10;📌 Žemėlapis;54,970001;24,036119;111,8;35,1;186,8;87;13,65;23,5;59;0;89;23,3;64;1015,2;800;21,7;67;321;93,4;25402;2026-06-27 10:48:24;;;;;;;;;
2026-06-27 10:49:12;📌 Žemėlapis;54,963661;24,032984;101;44,2;196,4;88;13,64;20,4;57;0;89;23,3;65,8;1013,9;862;21,5;68;278;93,8;25404;2026-06-27 10:51:55;;;;;;;;;
2026-06-27 10:49:50;📌 Žemėlapis;54,959137;24,031294;120,5;48,3;160;88;13,7;28,2;64;0;89;23,3;64,8;1012,5;898;21,4;69;386;94;25404;2026-06-27 10:51:55;;;;;;;;;
2026-06-27 10:50:21;📌 Žemėlapis;54,956165;24,033306;131,2;44,6;195,6;88;13,69;27,4;61;0;89;23,3;64,6;1012,7;908;21,4;69;375;94,3;25405;2026-06-27 10:51:55;;;;;;;;;
2026-06-27 10:50:43;📌 Žemėlapis;54,954941;24,030951;115,8;23,8;240,1;88;13,68;24,5;57;0;89;23,3;63,9;1012,4;917;21,5;69;335;94,4;25405;2026-06-27 10:51:55;;;;;;;;;
2026-06-27 10:51:42;📌 Žemėlapis;54,950401;24,020395;75,4;48,8;229,9;89;13,64;20;64;0;89;23,4;62,8;1012,2;898;21,5;68;273;94,8;25406;2026-06-27 10:51:55;;;;;;;;;
2026-06-27 10:52:43;📌 Žemėlapis;54,944378;24,007414;91,7;61;226,8;89;13,63;18,3;68;0;89;23,5;61,8;1012,2;955;21,5;68;249;95,1;25407;2026-06-27 10:55:34;;;;;;;;;
2026-06-27 10:53:43;📌 Žemėlapis;54,938492;23,994316;102,1;63,9;231,5;89;13,63;19,6;70;0;89;23,6;61,7;1012,1;1026;21,6;67;267;95,5;25408;2026-06-27 10:55:34;;;;;;;;;
2026-06-27 10:54:21;📌 Žemėlapis;54,935448;23,985676;102,6;64;257,7;89;13,62;17,6;75;0;89;23,7;61,5;1012,6;1079;21,7;68;240;95,7;25409;2026-06-27 10:55:34;;;;;;;;;
2026-06-27 10:55:23;📌 Žemėlapis;54,934715;23,968689;99,9;64,3;273,4;90;13,59;13,6;79;0;89;23,8;61,5;1012;1124;21,8;68;185;95,9;25410;2026-06-27 10:55:34;;;;;;;;;
2026-06-27 10:56:20;📌 Žemėlapis;54,93523;23,948139;94,2;82,7;272,9;90;13,57;11,9;58;0;89;23,9;61,1;1011,7;1113;21,9;67;161;96,2;25411;2026-06-27 10:59:34;;;;;;;;;
2026-06-27 10:57:23;📌 Žemėlapis;54,935974;23,926823;79,7;79,8;275,1;90;13,56;10,6;61;0;89;24,1;60,8;1013;1092;22,1;67;144;96,4;25412;2026-06-27 10:59:34;;;;;;;;;
2026-06-27 10:58:20;📌 Žemėlapis;54,937168;23,906519;74,8;83,1;276,2;90;13,57;13;70;0;89;24,2;60,2;1015;1053;22,3;66;176;96,5;25413;2026-06-27 10:59:34;;;;;;;;;
2026-06-27 10:59:20;📌 Žemėlapis;54,938595;23,889072;102,6;68,9;298,2;90;13,57;12,5;62;0;89;24,3;60;1012,3;1080;22,4;66;170;96,7;25414;2026-06-27 10:59:34;;;;;;;;;
2026-06-27 11:00:01;📌 Žemėlapis;54,942833;23,879841;102;67,4;324,3;91;13,59;14,7;60;0;89;24,4;59,8;1012,6;1165;22,5;66;200;96,9;25414;2026-06-27 11:05:45;;;;;;;;;
2026-06-27 11:00:13;📌 Žemėlapis;54,944042;23,880266;108,2;47;38;91;13,56;8,7;66;0;89;24,5;60,1;1013;1158;22,5;66;118;96,9;25414;2026-06-27 11:05:45;;;;;;;;;
2026-06-27 11:00:42;📌 Žemėlapis;54,945232;23,88225;107,9;39,5;136,6;91;13,58;12,4;65;0;89;24,5;59,9;1012,7;1037;22,7;66;168;97,1;25415;2026-06-27 11:05:45;;;;;;;;;
2026-06-27 11:00:53;📌 Žemėlapis;54,945026;23,882381;105,9;6,6;181;91;13,56;7,5;65;0;89;24,5;59,9;1012,7;1037;22,7;66;102;97,1;25415;2026-06-27 11:05:45;;;;;;;;;
2026-06-27 11:05:23;📌 Žemėlapis;54,945213;23,882498;112,5;5,5;343;91;13,52;7,6;76;0;89;24,8;60,5;1012,8;711;23,2;64;103;97,7;25420;2026-06-27 11:05:45;;;;;;;;;
2026-06-27 11:10:22;📌 Žemėlapis;54,944901;23,882679;121,8;7,7;140,9;92;13,5;3,7;76;0;89;25,6;60,9;1012,7;697;23,6;65;50;98,3;25425;2026-06-27 11:10:44;;;;;;;;;
2026-06-27 11:11:02;📌 Žemėlapis;54,945271;23,882296;115,4;11,2;317,5;92;13,49;4,1;76;0;89;25,7;60,7;1012,7;703;23,5;65;55;98,3;25425;2026-06-27 11:13:24;;;;;;;;;
2026-06-27 11:11:13;📌 Žemėlapis;54,945492;23,882502;111,2;20,7;40,6;92;13,55;18,6;69;0;89;25,7;59,8;1012,6;710;23,4;65;252;98,3;25425;2026-06-27 11:13:24;;;;;;;;;
2026-06-27 11:12:01;📌 Žemėlapis;54,949738;23,889164;106,6;40,6;0;92;13,63;20,8;66;0;89;25,7;58,6;1012,4;709;23,3;65;284;98,6;25426;2026-06-27 11:13:24;;;;;;;;;
2026-06-27 11:12:12;📌 Žemėlapis;54,950783;23,890879;110,8;24,9;44,1;92;13,65;20,8;66;0;89;25,7;58,4;1012,2;715;23,2;65;284;98,7;25426;2026-06-27 11:13:24;;;;;;;;;
2026-06-27 11:13:13;📌 Žemėlapis;54,955723;23,899511;115,4;47,6;36,1;93;13,69;24;73;0;89;25,7;57,3;1012;732;23,1;65;329;99;25427;2026-06-27 11:13:24;;;;;;;;;
2026-06-27 11:14:13;📌 Žemėlapis;54,961666;23,906954;107,9;52,1;40,7;93;13,7;25,1;79;0;89;25,7;57,1;1012,3;745;23,1;65;344;99,4;25428;2026-06-27 11:16:55;;;;;;;;;
2026-06-27 11:14:21;📌 Žemėlapis;54,962067;23,906578;106,1;26,7;322,5;93;13,71;25,1;83;0;89;25,7;57,1;1012,3;745;23,1;65;344;99,5;25429;2026-06-27 11:16:55;;;;;;;;;
2026-06-27 11:15:20;📌 Žemėlapis;54,967159;23,901836;129,6;40,4;348,9;93;13,69;19,9;81;0;89;25,7;57,4;1010,1;751;23,1;65;272;99,9;25430;2026-06-27 11:16:55;;;;;;;;;
2026-06-27 11:15:43;📌 Žemėlapis;54,968769;23,903664;124,4;51,8;66,6;93;13,66;17,7;76;0;90;25,7;57;1010,3;746;23,1;65;242;100;25430;2026-06-27 11:16:55;;;;;;;;;
2026-06-27 11:16:43;📌 Žemėlapis;54,971573;23,912518;120,9;41,5;333,4;94;13,71;24,9;68;0;90;25,7;57,2;1011,6;754;23,2;64;341;100,4;25431;2026-06-27 11:16:55;;;;;;;;;
2026-06-27 11:17:03;📌 Žemėlapis;54,972321;23,911747;126,5;14;284,7;94;13,71;24,6;68;0;89;25,7;57,2;1011,6;754;23,2;64;337;100,6;25431;2026-06-27 11:18:55;;;;;;;;;
2026-06-27 11:17:13;📌 Žemėlapis;54,972137;23,911003;124,7;13,9;241,7;94;13,69;21,2;74;0;89;25,7;57,5;1011,7;751;23,2;64;290;100,6;25431;2026-06-27 11:18:55;;;;;;;;;
2026-06-27 11:17:32;📌 Žemėlapis;54,972069;23,910225;121,2;10,8;333,9;94;13,61;9;69;0;89;25,7;57,5;1011,7;751;23,2;64;122;100,7;25432;2026-06-27 11:18:55;;;;;;;;;
2026-06-27 11:18:43;📌 Žemėlapis;54,971764;23,909891;117,1;5,9;260,7;94;13,71;29;60;0;90;25,6;57,5;1011,8;702;23,4;64;398;101;25433;2026-06-27 11:18:55;;;;;;;;;
